pH,k_leak,ngam_base,ngam_extra,ngam_total,pH_cytosol,pump_cost_kJ_per_mol,mu
3.25,0.75,0.7,0.4216809938927618,1.1216809938927619,7.0,39.636622842375,0.022270634288285726
3.5,0.75,0.7,0.23709582451262848,0.9370958245126284,7.0,38.152001319549996,0.023696936166008868
3.75,0.75,0.7,0.13329595575291922,0.8332959557529191,7.0,36.667379796725,0.024499004654048452
4.0,0.75,0.7,0.074925,0.774925,7.0,35.18275827389999,0.024950040910506958
4.25,0.75,0.7,0.042100599389276176,0.7421005993892761,7.0,33.698136751075,0.025203679378148255
4.5,0.75,0.7,0.023642082451262845,0.7236420824512628,7.0,32.213515228249996,0.02534630742444397
4.75,0.75,0.7,0.013262095575291923,0.7132620955752919,7.0,30.728893705424998,0.025426514273249125
5.0,0.75,0.7,0.007425,0.707425,7.0,29.2442721826,0.025471617898894062
5.25,0.75,0.7,0.004142559938927619,0.7041425599389276,7.0,27.759650659774998,0.02549698153151095
5.5,0.75,0.7,0.002296708245126285,0.7022967082451262,7.0,26.275029136949996,0.025511244550288407
5.75,0.75,0.7,0.0012587095575291923,0.7012587095575291,7.0,24.790407614124998,0.02551926523516793
6.0,0.75,0.7,0.000675,0.7006749999999999,7.0,23.305786091299996,0.025523775597733184
6.25,0.75,0.7,0.00034675599389276173,0.7003467559938927,7.0,21.821164568474998,0.025526311960994558
6.5,0.75,0.7,0.00016217082451262845,0.7001621708245126,7.0,20.33654304565,0.025527738262871445
6.75,0.75,0.7,5.83709557529192e-05,0.7000583709557529,7.0,18.851921522825,0.025528540331359772
7.0,0.75,0.7,0.0,0.7,7.0,17.3673,0.02552899136761667
7.25,0.75,0.7,-3.2824400610723817e-05,0.6999671755993893,7.0,15.882678477174998,0.025529245003942564
7.5,0.75,0.7,-5.128291754873715e-05,0.6999487170824512,7.0,14.398056954349999,0.025529387634130842
1.5,1.0,0.7,31.622675471932904,32.322675471932904,6.995121062556256,50.0,0.0
1.75,1.0,0.7,17.78269410038923,18.482694100389228,7.0,48.54435197932499,0.0
2.0,1.0,0.7,9.9999,10.6999,7.0,47.05973045649999,0.0
2.25,1.0,0.7,5.6233132519034905,6.323313251903491,7.0,45.575108933675004,0.0
2.5,1.0,0.7,3.1621776601683798,3.8621776601683795,7.0,44.090487410849995,0.0
2.75,1.0,0.7,1.7781794100389228,2.4781794100389227,7.0,42.605865888025,0.011181368960406517
3.0,1.0,0.7,0.9999,1.6999,7.0,41.12124436519999,0.017802697561034204
3.25,1.0,0.7,0.5622413251903492,1.2622413251903493,7.0,39.636622842375,0.02118451526184329
3.5,1.0,0.7,0.31612776601683795,1.016127766016838,7.0,38.152001319549996,0.02308625109880615
3.75,1.0,0.7,0.17772794100389228,0.8777279410038923,7.0,36.667379796725,0.024155675749526557
4.0,1.0,0.7,0.0999,0.7998999999999999,7.0,35.18275827389999,0.024757057424803743
4.25,1.0,0.7,0.0561341325190349,0.7561341325190348,7.0,33.698136751075,0.02509523919302374
4.5,1.0,0.7,0.031522776601683795,0.7315227766016837,7.0,32.213515228249996,0.02528541277672013
4.75,1.0,0.7,0.01768279410038923,0.7176827941003892,7.0,30.728893705424998,0.025392355241792893
5.0,1.0,0.7,0.0099,0.7099,7.0,29.2442721826,0.025452493409319023
5.25,1.0,0.7,0.005523413251903492,0.7055234132519035,7.0,27.759650659774998,0.025486311586140818
5.5,1.0,0.7,0.003062277660168379,0.7030622776601684,7.0,26.275029136949996,0.02550532894445793
5.75,1.0,0.7,0.001678279410038923,0.7016782794100389,7.0,24.790407614124998,0.025516023191017933
6.0,1.0,0.7,0.0009,0.7009,7.0,23.305786091299996,0.025522037007773255
6.25,1.0,0.7,0.00046234132519034905,0.7004623413251903,7.0,21.821164568474998,0.02552541882545323
6.5,1.0,0.7,0.00021622776601683792,0.7002162277660168,7.0,20.33654304565,0.02552732056128969
6.75,1.0,0.7,7.782794100389228e-05,0.7000778279410038,7.0,18.851921522825,0.025528389985941674
7.0,1.0,0.7,0.0,0.7,7.0,17.3673,0.025528991367615855
7.25,1.0,0.7,-4.376586748096509e-05,0.699956234132519,7.0,15.882678477174998,0.025529329549384236
7.5,1.0,0.7,-6.83772233983162e-05,0.6999316227766016,7.0,14.398056954349999,0.025529519722968505
