observed,predicted,sd
0.2047309058410669,0.20640026634565922,0.004713448740870878
0.091518639233812,0.10607396408637404,0.008768050141153273
0.0822780120413844,0.08004880925379834,0.004712420391204627
0.166746811797296,0.16973595498717947,0.006156529748600807
0.3190867052476182,0.3198050901352636,0.00412684999952305
0.0784313164486657,0.07754008749268013,0.007347538796927061
0.0245237165513376,0.026236793314742667,0.013247509465082758
0.0503112009644377,0.04701987566082673,0.006759860548833926
0.251497692463041,0.25310983044636925,0.0024780459818640375
0.1297569037387383,0.12880414853785024,0.006245795501464884
0.1593549106560363,0.16440117461847678,0.008842300625450649
0.2254077972707736,0.22563392896098708,0.0040453433663792775
0.2721440224288422,0.27246665532309217,0.006426657919005025
0.1191913875816481,0.11729192122301971,0.002488397780889618
0.1090889799309725,0.09970682708205192,0.012509246140113674
0.2345149099715451,0.2360569206490434,0.0061165531097813934
0.1210208526949439,0.11301499876448196,0.002934135489133393
0.1192613649340539,0.12359492679209172,0.006121021823009636
0.1331099737017194,0.1338311557987626,0.004215074745494279
0.4129373673779747,0.41361818586113186,0.005160099612644877
0.1822759899557648,0.1754984433803995,0.00570929036791051
