zone,systematic_id,log2_ratio,sd_log2,n_samples
ileum,YLR076C,0.368,1.5248,6
ileum,YLR077W,-0.075,1.5783,6
ileum,YLR078C,0.2392,0.2949,6
ileum,YLR079W,-0.633,1.5594,6
ileum,YLR080W,1.1657,0.9411,6
ileum,YLR081W,0.0082,1.254,6
ileum,YLR082C,0.0937,0.4358,6
ileum,YLR083C,-1.2448,2.7445,6
ileum,YLR084C,-0.4963,0.7688,6
ileum,YLR085C,0.4308,0.3727,6
ileum,YLR086W,-0.2708,0.7953,6
ileum,YLR087C,1.2907,1.6049,6
ileum,YLR088W,-0.3943,0.7886,6
ileum,YLR089C,0.1863,0.6865,6
ileum,YLR090W,0.1447,0.3465,6
ileum,YLR091W,0.5302,0.8424,6
ileum,YLR092W,0.7284,1.9871,6
ileum,YLR093C,0.7048,0.693,6
ileum,YLR094C,0.3555,1.4374,6
ileum,YLR095C,0.2555,1.009,6
ileum,YLR096W,0.5633,1.4757,6
ileum,YLR097C,1.0747,0.9853,6
ileum,YLR098C,0.4062,1.1701,6
ileum,YLR099C,1.0782,2.5005,6
ileum,YLR100W,0.3177,0.5707,6
ileum,YLR101C,0.1228,0.1587,6
ileum,YLR102C,0.9107,1.4946,6
ileum,YLR103C,0.956,1.91,6
ileum,YLR104W,0.1514,0.1908,6
ileum,YLR105C,0.8017,1.7994,6
ileum,YLR106C,0.3038,0.3258,6
ileum,YLR107W,1.045,1.0104,6
ileum,YLR108C,2.1083,1.6763,6
ileum,YLR109W,2.543,0.5451,6
ileum,YLR110C,-0.6933,1.4778,6
ileum,YLR111W,1.9698,2.3944,6
ileum,YLR112W,0.6587,0.6339,6
ileum,YLR113W,0.921,1.5255,6
ileum,YLR114C,0.0347,0.6484,6
ileum,YLR115W,0.9512,1.3871,6
ileum,YLR116W,0.0066,0.3629,6
ileum,YLR117C,0.0142,0.5312,6
ileum,YLR118C,0.5206,0.3652,6
ileum,YLR119W,0.392,0.4982,6
ileum,YLR120C,0.2914,0.2449,6
ileum,YLR121C,-0.0793,0.2738,6
ileum,YLR122C,0.0278,0.5699,6
ileum,YLR123C,0.2768,0.5712,6
ileum,YLR124W,0.2176,0.4731,6
ileum,YLR125W,-0.3336,0.4915,6
ileum,YLR126C,0.302,0.3566,6
ileum,YLR127C,0.3252,0.2638,6
ileum,YLR128W,0.3638,0.3455,6
ileum,YLR129W,-1.1512,1.1527,6
ileum,YLR130C,-0.7042,0.4055,6
ileum,YLR131C,0.0608,0.2913,6
ileum,YLR132C,0.3618,0.4037,6
ileum,YLR133W,0.4068,0.5084,6
ileum,YLR134W,-0.4078,0.6047,6
ileum,YLR135W,-0.018,0.3842,6
ileum,YLR136C,1.4228,0.6661,6
ileum,YLR137W,0.1262,0.4997,6
ileum,YLR138W,-0.1134,0.3105,6
ileum,YLR139C,-0.1,0.4978,6
ileum,YLR140W,0.1538,0.2468,6
ileum,YLR141W,-0.0102,0.9362,6
ileum,YLR142W,0.2986,0.518,6
ileum,YLR143W,-0.306,0.1985,6
ileum,YLR144C,0.4504,0.1652,6
ileum,YLR145W,-0.3266,0.2529,6
ileum,YLR146C,-0.2426,0.4006,6
ileum,YLR147C,-0.3812,0.3606,6
ileum,YLR148W,0.1334,0.198,6
ileum,YLR149C,1.3752,1.0022,6
ileum,YLR150W,-0.7202,0.7288,6
ileum,YLR151C,-0.2834,0.737,6
ileum,YLR152C,1.2466,0.4503,6
ileum,YLR153C,-0.2852,0.3149,6
ileum,YLR154C,-0.1912,0.3033,6
ileum,YLR155C,0.1514,0.2443,6
ileum,YLR156W,0.9368,1.1736,6
ileum,YLR157C,0.1602,0.1968,6
ileum,YLR158C,0.1974,0.3814,6
ileum,YLR159W,0.4946,0.4503,6
ileum,YLR160C,0.2414,0.4076,6
ileum,YLR161W,0.5118,0.5378,6
ileum,YLR162W,-0.8448,1.0692,6
ileum,YLR163C,0.9242,0.3982,6
ileum,YLR164W,0.645,0.5346,6
ileum,YLR165C,0.531,0.2663,6
ileum,YLR166C,0.0108,1.2545,6
ileum,YLR167W,-0.375,0.5181,6
ileum,YLR168C,0.7705,1.7721,6
ileum,YLR169W,0.2606,0.4333,6
ileum,YLR170C,-0.0223,1.744,6
ileum,YLR171W,0.5718,0.3679,6
ileum,YLR172C,-0.2108,0.4012,6
ileum,YLR173W,0.8027,1.529,6
ileum,YLR174W,0.3068,0.4184,6
ileum,YLR175W,-1.7542,2.5621,6
ileum,YLR176C,0.9352,0.2672,6
ileum,YLR177W,0.6205,0.3235,6
ileum,YLR178C,2.862,1.2961,6
ileum,YLR179C,-0.0077,0.4085,6
ileum,YLR180W,-0.384,0.6279,6
ileum,YLR181C,0.0075,0.2737,6
ileum,YLR182W,-0.4455,0.7921,6
ileum,YLR183C,-0.1015,0.3212,6
ileum,YLR184W,0.548,0.92,6
ileum,YLR185W,-0.2327,1.0135,6
ileum,YLR186W,-1.0908,1.2927,6
ileum,YLR187W,0.4078,0.1723,6
ileum,YLR188W,0.6753,1.2879,6
ileum,YLR189C,0.9682,1.4539,6
ileum,YLR190W,0.1962,1.6904,6
ileum,YLR191W,1.0125,1.93,6
ileum,YLR192C,0.6232,0.6544,6
ileum,YLR193C,1.0938,1.4984,6
ileum,YLR194C,0.6397,2.1447,6
ileum,YLR195C,0.429,0.9759,6
ileum,YLR196W,-1.1047,1.3675,6
ileum,YLR197W,-0.7308,0.6383,6
ileum,YLR198C,-0.7785,0.5583,6
ileum,YLR199C,0.6827,0.8953,6
ileum,YLR200W,-0.5257,1.712,6
ileum,YLR201C,0.9483,0.8983,6
ileum,YLR202C,0.426,0.5949,6
ileum,YLR203C,1.2207,1.3767,6
ileum,YLR204W,0.484,0.7218,6
ileum,YLR205C,1.741,1.353,6
ileum,YLR206W,0.595,0.2403,6
ileum,YLR207W,0.574,0.9832,6
ileum,YLR208W,-0.6077,1.7698,6
ileum,YLR209C,0.2848,0.7635,6
ileum,YLR210W,-0.5528,0.8454,6
ileum,YLR211C,1.0412,0.7826,6
ileum,YLR212C,0.3222,0.6128,6
ileum,YLR213C,0.135,0.4895,6
ileum,YLR214W,2.0242,0.7719,6
ileum,YLR215C,0.5552,0.4831,6
ileum,YLR216C,0.6346,0.4873,6
ileum,YLR217W,0.5966,0.6183,6
ileum,YLR218C,0.8702,0.3616,6
ileum,YLR219W,0.217,0.4511,6
ileum,YLR220W,0.4256,0.4943,6
ileum,YLR221C,-1.0674,0.9539,6
ileum,YLR222C,-0.9594,0.9009,6
ileum,YLR223C,-0.7022,0.9623,6
ileum,YLR224W,0.379,0.2964,6
ileum,YLR225C,0.4804,0.2788,6
ileum,YLR226W,0.1612,0.1603,6
ileum,YLR227C,0.1666,0.2089,6
ileum,YLR228C,-0.6312,0.3757,6
ileum,YLR229C,-0.247,0.418,6
ileum,YLR230W,-0.2636,0.2754,6
ileum,YLR231C,0.4098,0.4657,6
ileum,YLR232W,0.4014,0.2564,6
ileum,YLR233C,0.3014,0.1977,6
ileum,YLR234W,0.231,0.5542,6
ileum,YLR235C,1.1573,2.3467,6
ileum,YLR236C,0.087,0.5473,6
ileum,YLR237W,-0.3468,0.3987,6
ileum,YLR238W,0.1832,0.2746,6
ileum,YLR239C,0.0326,0.1718,6
ileum,YLR240W,0.2578,0.2521,6
ileum,YLR241W,0.546,0.2581,6
ileum,YLR242C,0.196,0.3103,6
ileum,YLR243W,-0.6926,0.366,6
ileum,YLR244C,-0.624,0.4832,6
ileum,YLR245C,-0.4528,0.1895,6
ileum,YLR246W,0.1298,0.365,6
ileum,YLR247C,0.4278,0.3001,6
ileum,YLR248W,0.3148,0.4879,6
ileum,YLR249W,-1.034,0.7287,6
ileum,YLR250W,0.7402,0.3072,6
ileum,YLR251W,1.5918,1.2904,6
ileum,YLR252W,1.684,0.9964,6
ileum,YLR253W,0.0344,0.5139,6
ileum,YLR254C,-0.1622,0.4484,6
ileum,YLR255C,-0.4752,0.4034,6
ileum,YLR256W,0.3031,0.2405,6
ileum,YLR257W,0.7478,1.0139,6
ileum,YLR258W,2.8072,1.1879,6
ileum,YLR259C,0.5,0.4379,6
ileum,YLR260W,0.7656,0.2993,6
ileum,YLR261C,0.506,0.367,6
ileum,YLR262C,0.3778,0.6696,6
ileum,YLR263W,0.0777,0.2441,6
ileum,YLR264W,-0.0322,1.0693,6
ileum,YLR265C,-0.1048,1.5761,6
ileum,YLR266C,0.5542,0.3697,6
ileum,YLR267W,1.2343,1.5123,6
ileum,YLR268W,0.2846,0.3161,6
ileum,YLR269C,0.3993,0.6141,6
ileum,YLR270W,1.9698,0.9393,6
ileum,YLR271W,0.7068,1.102,6
ileum,YLR272C,0.0998,0.2905,6
ileum,YLR273C,1.599,0.7571,6
ileum,YLR274W,0.2733,0.3587,6
ileum,YLR275W,0.0208,0.8822,6
ileum,YLR276C,-0.7508,0.8311,6
ileum,YLR277C,0.2407,0.4849,6
ileum,YLR278C,0.1325,0.7171,6
ileum,YLR279W,0.4723,0.5617,6
ileum,YLR280C,0.7555,1.2804,6
ileum,YLR281C,0.3483,0.2059,6
ileum,YLR282C,0.724,0.6623,6
ileum,YLR283W,0.6018,0.4976,6
ileum,YLR284C,0.5577,1.8349,6
ileum,YLR285W,0.266,0.7391,6
ileum,YLR286C,-0.1877,0.4785,6
ileum,YLR287C,0.5877,1.2007,6
ileum,YLR287C-A,-0.8744,2.0036,6
ileum,YLR288C,0.4843,1.4753,6
ileum,YLR289W,1.1638,1.1395,6
ileum,YLR290C,1.1627,0.8189,6
ileum,YLR291C,0.2143,0.6105,6
ileum,YLR292C,0.2805,0.9755,6
ileum,YLR293C,-0.16,0.2553,6
ileum,YLR294C,0.1183,0.4007,6
ileum,YLR295C,0.212,0.5369,6
ileum,YLR296W,0.3896,0.865,6
ileum,YLR297W,1.4642,0.6083,6
ileum,YLR298C,-0.443,1.9085,6
ileum,YLR299W,2.2198,1.4701,6
ileum,YLR300W,-0.6973,0.8592,6
ileum,YLR301W,0.5315,0.2174,6
ileum,YLR302C,0.419,0.5143,6
ileum,YLR303W,1.1275,0.4384,6
ileum,YLR304C,-0.2402,1.141,6
ileum,YLR305C,0.8238,1.5327,6
ileum,YLR306W,0.1073,0.4579,6
ileum,YLR307W,1.276,2.6233,6
ileum,YLR308W,0.323,0.689,6
ileum,YLR309C,0.2654,0.2044,6
ileum,YLR310C,0.3946,0.6595,6
ileum,YLR311C,1.2212,0.3129,6
ileum,YLR312C,2.4068,0.9841,6
ileum,YLR312W-A,0.2626,0.2756,6
ileum,YLR313C,0.0798,0.5694,6
ileum,YLR314C,0.1226,0.2711,6
ileum,YLR315W,-0.5704,1.0058,6
ileum,YLR316C,-0.3882,0.9517,6
ileum,YLR317W,-0.408,0.6891,6
ileum,YLR318W,0.2468,0.484,6
ileum,YLR319C,-0.0264,0.6121,6
ileum,YLR320W,-0.1168,0.4288,6
ileum,YLR321C,-0.297,0.2964,6
ileum,YLR322W,-0.986,1.7004,6
ileum,YLR323C,-0.1,0.4028,6
ileum,YLR324W,-0.027,0.3572,6
ileum,YLR325C,-0.5268,0.4122,6
ileum,YLR326W,0.4316,0.496,6
ileum,YLR327C,2.1994,0.6173,6
ileum,YLR328W,0.0572,0.2441,6
ileum,YLR329W,0.1612,0.8431,6
ileum,YLR330W,0.2292,0.3757,6
ileum,YLR331C,0.1366,0.2721,6
ileum,YLR332W,-0.0384,0.3359,6
ileum,YLR333C,-0.6424,0.3356,6
ileum,YLR334C,0.1178,0.3785,6
ileum,YLR335W,-0.2866,0.2444,6
ileum,YLR336C,-0.7994,0.6705,6
ileum,YLR337W,0.5132,0.2418,6
ileum,YLR338W,0.405,0.1964,6
ileum,YLR339C,-0.5516,0.3902,6
ileum,YLR340W,-0.6448,0.6598,6
ileum,YLR341W,-0.0788,0.2658,6
ileum,YLR342W,-0.1483,0.5109,6
ileum,YLR343W,-0.1324,0.5367,6
ileum,YLR344W,-0.7178,0.2917,6
ileum,YLR345W,1.3448,0.6168,6
ileum,YLR346C,1.6958,0.9582,6
ileum,YLR347C,-0.0511,0.3253,6
ileum,YLR348C,0.2772,0.8905,6
ileum,YLR349W,-0.1002,0.2542,6
ileum,YLR350W,-0.0166,0.4159,6
ileum,YLR351C,-0.0696,0.1868,6
ileum,YLR352W,0.4388,0.8514,6
ileum,YLR353W,-0.3472,0.3676,6
ileum,YLR354C,0.596,0.5075,6
ileum,YLR355C,-0.674,0.5715,6
ileum,YLR356W,1.6168,1.6518,6
ileum,YLR357W,-0.0183,0.2165,6
ileum,YLR358C,0.0532,1.2556,6
ileum,YLR359W,-0.1338,0.6087,6
ileum,YLR360W,0.5182,0.4286,6
ileum,YLR361C,0.0808,1.2526,6
ileum,YLR362W,0.6268,0.4443,6
ileum,YLR363C,0.0028,1.3394,6
ileum,YLR364W,-0.7237,2.323,6
ileum,YLR365W,0.863,1.4063,6
ileum,YLR366W,-0.2582,0.8228,6
ileum,YLR367W,0.0048,0.3827,6
ileum,YLR368W,0.6112,0.3303,6
ileum,YLR369W,-0.3178,2.7942,6
ileum,YLR370C,0.6573,0.574,6
ileum,YLR371W,0.9318,0.2407,6
ileum,YLR372W,-0.894,0.8026,6
ileum,YLR373C,0.2313,0.1407,6
ileum,YLR374C,0.6142,1.243,6
ileum,YLR375W,0.9577,1.3021,6
ileum,YLR376C,0.582,0.9176,6
ileum,YLR377C,0.7386,0.7534,6
ileum,YLR378C,-0.3493,0.8756,6
ileum,YLR379W,-0.1397,0.4653,6
ileum,YLR380W,0.4853,1.6434,6
ileum,YLR381W,1.3174,3.0253,6
ileum,YLR382C,0.897,0.8032,6
ileum,YLR383W,0.395,1.6432,6
ileum,YLR384C,0.5672,1.8693,6
ileum,YLR385C,0.761,1.7917,6
ileum,YLR386W,0.5843,0.6995,6
ileum,YLR387C,1.121,0.5296,6
ileum,YLR388W,0.0272,1.0185,6
ileum,YLR389C,0.4347,0.3994,6
ileum,YLR390W,0.6482,0.7652,6
ileum,YLR390W-A,-0.1152,0.2744,6
ileum,YLR391W,0.02,0.246,6
ileum,YLR392C,0.6355,0.6944,6
ileum,YLR393W,0.438,1.8951,6
ileum,YLR394W,0.1963,0.9186,6
ileum,YLR395C,0.5652,0.2493,6
ileum,YLR396C,0.0132,0.7823,6
ileum,YLR397C,-0.2822,0.7242,6
ileum,YLR398C,-0.2485,0.3704,6
ileum,YLR399C,0.1495,0.6175,6
ileum,YLR400W,-0.4817,1.2835,6
ileum,YLR401C,-0.196,2.2447,6
ileum,YLR402W,0.173,0.3563,6
ileum,YLR403W,0.6205,0.6847,6
ileum,YLR404W,-0.0778,0.5617,6
ileum,YLR405W,-0.751,0.5438,6
ileum,YLR406C,-0.4734,0.6308,6
ileum,YLR407W,-0.5124,0.6946,6
ileum,YLR408C,0.7828,0.5957,6
ileum,YLR409C,-1.4346,1.5333,6
ileum,YLR410W,0.0908,0.2929,6
ileum,YLR411W,0.2274,0.5217,6
ileum,YLR412W,-0.1064,0.312,6
ileum,YLR413W,-1.1902,1.6039,6
ileum,YLR414C,0.219,0.2775,6
ileum,YLR415C,0.3606,0.7275,6
ileum,YLR416C,-0.2848,0.9941,6
ileum,YLR417W,-0.0714,0.3196,6
ileum,YLR418C,-0.0786,0.2098,6
ileum,YLR419W,-0.4206,0.9312,6
ileum,YLR420W,-0.3952,0.4626,6
ileum,YLR421C,0.213,0.3484,6
ileum,YLR422W,-0.021,0.1842,6
ileum,YLR423C,0.65,0.1671,6
ileum,YLR424W,0.2404,0.8842,6
ileum,YLR425W,0.1684,0.2801,6
ileum,YLR426W,-0.4668,0.8824,6
ileum,YLR427W,-0.0186,0.4335,6
ileum,YLR428C,0.1838,0.3631,6
ileum,YLR429W,-0.1156,0.3742,6
ileum,YLR430W,-0.1387,0.2416,6
ileum,YLR431C,-0.1728,0.7454,6
ileum,YLR432W,-0.7628,0.596,6
ileum,YLR433C,-0.6668,0.3129,6
ileum,YLR434C,-0.5637,0.4106,6
ileum,YLR435W,-1.158,0.5539,6
ileum,YLR436C,0.0952,0.4311,6
ileum,YLR437C,-0.058,0.2034,6
ileum,YLR438W,-0.081,0.4447,6
ileum,YLR439W,-0.0378,0.2174,6
ileum,YLR440C,-0.4608,0.2174,6
ileum,YLR441C,-0.6856,0.283,6
ileum,YLR442C,-0.1756,0.9973,6
ileum,YLR443W,-0.397,0.3415,6
ileum,YLR444C,-0.18,0.2238,6
ileum,YLR445W,-0.6808,0.3665,6
ileum,YLR446W,-0.2124,0.3388,6
ileum,YLR447C,-0.0882,0.3332,6
ileum,YLR448W,-1.0776,0.4352,6
ileum,YLR449W,-1.4352,1.0032,6
ileum,YLR450W,0.0607,0.1574,6
ileum,YLR451W,-0.4104,0.3735,6
ileum,YLR452C,-1.0312,3.2022,6
ileum,YLR453C,0.081,0.306,6
ileum,YLR454W,0.3042,0.4362,6
ileum,YLR455W,-0.024,0.3141,6
ileum,YLR456W,0.4155,0.8912,6
ileum,YLR457C,0.0238,0.3659,6
ileum,YLR458W,0.4053,0.3587,6
ileum,YLR459W,0.3485,0.2827,6
ileum,YLR460C,1.5043,1.1134,6
ileum,YLR461W,-0.0125,0.922,6
ileum,YLR462W,0.3505,0.6949,6
ileum,YLR463C,0.2062,0.5203,6
ileum,YLR464W,-0.0172,0.5888,6
ileum,YLR465C,0.088,0.3224,6
ileum,YLR466W,-0.0888,0.9702,6
ileum,YLR467W,0.3696,0.2841,6
ileum,YML001W,-0.3865,2.0172,6
ileum,YML002W,1.2258,1.0773,6
ileum,YML003W,0.533,0.6252,6
ileum,YML004C,0.9862,1.3326,6
ileum,YML005W,0.5442,0.4136,6
ileum,YML006C,0.6305,0.456,6
ileum,YML007W,0.5585,3.1081,6
ileum,YML008C,-0.248,1.5174,6
ileum,YML009C,0.1309,0.7881,6
ileum,YML010C-B,-0.2932,0.3747,6
ileum,YML010W,-0.755,1.4739,6
ileum,YML011C,0.1358,0.5009,6
ileum,YML012W,-0.9927,2.1484,6
ileum,YML013C-A,0.1572,0.2306,6
ileum,YML013W,0.247,0.3627,6
ileum,YML014W,-0.8732,0.8318,6
ileum,YML015C,-0.2355,0.4786,6
ileum,YML016C,0.3162,0.2274,6
ileum,YML017W,0.0621,0.3689,6
ileum,YML018C,-1.1787,0.6447,6
ileum,YML019W,-0.8815,1.7138,6
ileum,YML020W,0.0267,0.5113,6
ileum,YML021C,-0.419,0.2715,6
ileum,YML021W,-1.0027,1.5242,6
ileum,YML022W,-1.5128,2.3208,6
ileum,YML023C,-0.0112,0.7716,6
ileum,YML024W,-0.4648,0.477,6
ileum,YML025C,0.2784,0.2598,6
ileum,YML026C,-0.5396,0.4643,6
ileum,YML027W,-0.608,0.4292,6
ileum,YML028W,1.0232,1.7578,6
ileum,YML029W,0.9637,0.6754,6
ileum,YML030W,0.788,0.7861,6
ileum,YML031W,-0.8943,2.0094,6
ileum,YML032C,0.9102,0.8876,6
ileum,YML032C-A,0.3244,0.266,6
ileum,YML033W,-0.0403,1.2923,6
ileum,YML034W,0.3245,0.5253,6
ileum,YML035C,0.2585,0.3189,6
ileum,YML035C-A,0.3876,0.3294,6
ileum,YML036W,0.1,0.1134,6
ileum,YML037C,0.1527,0.7148,6
ileum,YML038C,0.096,0.7929,6
ileum,YML039W,0.4334,0.4149,6
ileum,YML040W,0.4812,0.3419,6
ileum,YML041C,0.065,0.3885,6
ileum,YML042W,0.6428,0.5443,6
ileum,YML043C,-0.8514,0.9996,6
ileum,YML045W,0.4212,0.2624,6
ileum,YML046W,-0.162,0.2592,6
ileum,YML047C,-0.0914,0.5455,6
ileum,YML048W,0.0944,0.1897,6
ileum,YML048W-A,0.2658,0.5062,6
ileum,YML049C,0.3103,0.4262,6
ileum,YML050W,0.4477,0.198,6
ileum,YML051W,0.331,0.1889,6
ileum,YML052W,-0.1621,0.9422,6
ileum,YML053C,0.0214,0.2354,6
ileum,YML054C,0.3887,0.4816,6
ileum,YML055W,0.3032,0.1048,6
ileum,YML056C,-0.3986,0.6028,6
ileum,YML057W,0.3114,0.4133,6
ileum,YML058C-A,0.1532,0.78,6
ileum,YML058W,-0.4686,0.5249,6
ileum,YML059C,-0.2967,0.8443,6
ileum,YML060W,-0.457,0.6679,6
ileum,YML061C,0.0934,0.3482,6
ileum,YML062C,-0.3522,0.2755,6
ileum,YML063W,-0.5316,0.4028,6
ileum,YML064C,-0.2502,0.5599,6
ileum,YML065W,-0.281,0.7642,6
ileum,YML066C,-0.108,0.3473,6
ileum,YML067C,0.48,0.5636,6
ileum,YML068W,0.2446,0.4889,6
ileum,YML069W,0.2528,0.35,6
ileum,YML070W,0.9774,0.5318,6
ileum,YML071C,-0.4218,0.2379,6
ileum,YML072C,0.0321,0.1718,6
ileum,YML073C,-0.8444,0.4788,6
ileum,YML074C,-0.2626,0.193,6
ileum,YML075C,-0.1859,0.4919,6
ileum,YML076C,-0.0098,0.3672,6
ileum,YML077W,0.0096,0.1903,6
ileum,YML078W,0.2684,0.375,6
ileum,YML079W,0.2926,0.2015,6
ileum,YML080W,-0.9718,0.8916,6
ileum,YML081W,-0.1718,1.3652,6
ileum,YML082W,-0.5458,0.3357,6
ileum,YML083C,1.2756,2.014,6
ileum,YML084W,-0.1078,0.3977,6
ileum,YML085C,0.1074,0.2561,6
ileum,YML086C,0.1684,1.623,6
ileum,YML087C,0.2916,0.3689,6
ileum,YML088W,-0.0058,0.1989,6
ileum,YML089C,0.1725,1.1838,6
ileum,YML090W,1.4632,0.9185,6
ileum,YML091C,1.6006,0.8278,6
ileum,YML092C,0.4278,0.561,6
ileum,YML093W,-1.2934,0.924,6
ileum,YML094W,0.048,0.3894,6
ileum,YML095C,-0.5455,0.4207,6
ileum,YML095C-A,0.186,0.3489,6
ileum,YML096W,-0.1735,0.9021,6
ileum,YML097C,0.0502,0.2835,6
ileum,YML098W,-0.1725,0.642,6
ileum,YML099C,0.7855,1.0498,6
ileum,YML100W,2.2575,2.1038,6
ileum,YML100W-A,0.4166,0.5638,6
ileum,YML101C,0.7615,1.5424,6
ileum,YML102C-A,0.1396,0.3691,6
ileum,YML102W,0.2122,0.3538,6
ileum,YML103C,0.2688,0.4327,6
ileum,YML104C,-0.756,1.7149,6
ileum,YML105C,0.3607,0.4899,6
ileum,YML106W,-1.7865,2.752,6
ileum,YML107C,-0.1823,0.5519,6
ileum,YML108W,-0.4294,0.6769,6
ileum,YML109W,0.4595,0.4465,6
ileum,YML110C,-0.2897,2.9923,6
ileum,YML111W,-0.5147,2.1353,6
ileum,YML112W,-0.8417,2.6836,6
ileum,YML113W,-0.1437,0.614,6
ileum,YML114C,-0.6248,1.2121,6
ileum,YML115C,0.0995,0.6396,6
ileum,YML116W,1.2903,2.9789,6
ileum,YML117W,0.8958,0.433,6
ileum,YML117W-A,0.194,0.5561,6
ileum,YML118W,0.0692,1.6439,6
ileum,YML119W,-0.418,0.6799,6
ileum,YML120C,0.142,0.5566,6
ileum,YML121W,-0.6718,2.9789,6
ileum,YML122C,0.193,0.7264,6
ileum,YML123C,-1.1072,1.8889,6
ileum,YML124C,-0.0642,0.2033,6
ileum,YML125C,-0.5518,1.4998,6
ileum,YML126C,-0.2862,1.5145,6
ileum,YML127W,-0.3035,1.0249,6
ileum,YML128C,1.7878,1.5869,6
ileum,YML129C,0.2423,1.0015,6
ileum,YML130C,0.3374,1.0106,6
ileum,YML131W,1.9648,2.3342,6
ileum,YML132W,-0.036,1.6509,6
ileum,YML133C,0.1682,0.2197,6
ileum,YMR001C,-0.7287,0.6552,6
ileum,YMR002W,0.716,0.7712,6
ileum,YMR003W,-0.2573,0.4215,6
ileum,YMR004W,0.4522,0.7211,6
ileum,YMR005W,-0.0253,0.2551,6
ileum,YMR006C,-0.6528,0.5429,6
ileum,YMR007W,-0.4578,1.4786,6
ileum,YMR008C,0.0324,0.5183,6
ileum,YMR009W,0.2037,0.8798,6
ileum,YMR010W,0.0318,0.771,6
ileum,YMR011W,-1.5168,0.9917,6
ileum,YMR012W,0.5572,0.8097,6
ileum,YMR013C,-1.1315,3.5083,6
ileum,YMR014W,-1.2294,0.8826,6
ileum,YMR015C,-0.1754,0.4811,6
ileum,YMR016C,0.3535,0.3189,6
ileum,YMR017W,-0.351,0.925,6
ileum,YMR018W,0.4486,0.5241,6
ileum,YMR019W,0.3375,0.3701,6
ileum,YMR020W,0.578,0.3147,6
ileum,YMR021C,0.2468,0.2076,6
ileum,YMR022W,0.418,0.498,6
ileum,YMR023C,0.4536,0.3862,6
ileum,YMR024W,0.5488,0.6464,6
ileum,YMR025W,0.509,0.2474,6
ileum,YMR026C,-0.0884,0.3843,6
ileum,YMR027W,0.4732,0.336,6
ileum,YMR028W,0.3896,0.2401,6
ileum,YMR029C,0.3822,0.259,6
ileum,YMR030W,0.2895,0.1869,6
ileum,YMR031C,0.458,0.1511,6
ileum,YMR031W-A,0.1568,0.9236,6
ileum,YMR032W,-0.3773,0.9187,6
ileum,YMR033W,0.2704,0.4954,6
ileum,YMR034C,0.185,0.2172,6
ileum,YMR035W,0.1146,0.4783,6
ileum,YMR036C,-0.1086,0.61,6
ileum,YMR037C,0.3426,0.2729,6
ileum,YMR038C,0.3032,0.5884,6
ileum,YMR039C,-0.043,0.2765,6
ileum,YMR040W,0.4312,0.2548,6
ileum,YMR041C,0.9302,0.3096,6
ileum,YMR042W,-0.4788,0.5946,6
ileum,YMR043W,-0.2074,0.3546,6
ileum,YMR044W,-0.3228,0.185,6
ileum,YMR045C,-0.3508,2.0042,6
ileum,YMR046C,0.3166,0.3532,6
ileum,YMR047C,0.0257,0.1255,6
ileum,YMR048W,-0.4744,0.66,6
ileum,YMR049C,-1.5534,1.0983,6
ileum,YMR050C,0.4972,0.4076,6
ileum,YMR051C,0.2742,0.2944,6
ileum,YMR052C-A,0.3154,0.7019,6
ileum,YMR052W,0.3508,0.4216,6
ileum,YMR053C,0.5992,0.2585,6
ileum,YMR054W,0.0432,0.3743,6
ileum,YMR055C,-0.218,0.4436,6
ileum,YMR056C,0.2532,0.5238,6
ileum,YMR057C,-0.9038,0.8992,6
ileum,YMR058W,0.388,0.7372,6
ileum,YMR059W,-0.315,0.4958,6
ileum,YMR060C,0.5304,0.5421,6
ileum,YMR061W,0.0376,0.3379,6
ileum,YMR062C,1.1724,0.7598,6
ileum,YMR063W,-0.0292,0.878,6
ileum,YMR064W,0.3172,0.3207,6
ileum,YMR065W,-0.0544,0.342,6
ileum,YMR066W,0.4822,0.2769,6
ileum,YMR067C,-1.1502,4.2248,6
ileum,YMR068W,0.8833,1.5594,6
ileum,YMR069W,-0.3792,0.4197,6
ileum,YMR070W,0.1023,0.1348,6
ileum,YMR071C,0.1073,1.5729,6
ileum,YMR072W,0.0452,1.7391,6
ileum,YMR073C,0.2418,0.8604,6
ileum,YMR074C,0.223,0.6269,6
ileum,YMR075C-A,0.2264,0.3319,6
ileum,YMR075W,-0.2022,1.4006,6
ileum,YMR076C,0.0797,0.4598,6
ileum,YMR077C,0.2378,0.7147,6
ileum,YMR078C,-0.0072,0.3285,6
ileum,YMR079W,-0.1246,0.1803,6
ileum,YMR080C,-0.7292,1.8289,6
ileum,YMR081C,0.4442,0.3328,6
ileum,YMR082C,-0.562,0.8528,6
ileum,YMR083W,0.3355,0.1108,6
ileum,YMR084W,0.2904,0.3899,6
ileum,YMR085W,0.3652,0.2409,6
ileum,YMR086C-A,0.7614,0.5559,6
ileum,YMR086W,0.2265,1.859,6
ileum,YMR087W,0.7773,0.2818,6
ileum,YMR088C,-0.0767,0.6655,6
ileum,YMR089C,1.0523,0.4685,6
ileum,YMR090W,2.7448,2.2812,6
ileum,YMR091C,0.3585,0.4528,6
ileum,YMR092C,-0.0207,1.8992,6
ileum,YMR093W,-0.1795,0.77,6
ileum,YMR094W,0.2682,1.0365,6
ileum,YMR095C,0.695,0.7239,6
