zone,systematic_id,log2_ratio,sd_log2,n_samples
colon,YLR414C,0.2084,0.3773,5
colon,YLR415C,-0.0422,0.1151,5
colon,YLR416C,-0.0904,0.2544,5
colon,YLR417W,0.2384,0.5139,5
colon,YLR418C,0.0002,0.3072,5
colon,YLR419W,0.0919,0.6874,5
colon,YLR420W,-0.3533,0.3676,5
colon,YLR421C,-0.033,0.2468,5
colon,YLR422W,-0.0522,0.1518,5
colon,YLR423C,0.1192,0.4238,5
colon,YLR424W,-0.0114,0.1,5
colon,YLR425W,0.0158,0.2555,5
colon,YLR426W,0.0198,0.1515,5
colon,YLR427W,-0.0638,0.2535,5
colon,YLR428C,-0.0054,0.1733,5
colon,YLR429W,-0.1346,0.2843,5
colon,YLR430W,-0.1685,0.1397,5
colon,YLR431C,0.0974,0.3646,5
colon,YLR432W,-0.2228,0.4498,5
colon,YLR433C,-0.0762,0.221,5
colon,YLR434C,0.0162,0.292,5
colon,YLR435W,-0.5796,0.8192,5
colon,YLR436C,0.4034,0.3111,5
colon,YLR437C,-0.0426,0.2223,5
colon,YLR438W,0.3624,0.326,5
colon,YLR439W,-0.0506,0.2222,5
colon,YLR440C,-0.1694,0.1776,5
colon,YLR441C,-0.21,0.5054,5
colon,YLR442C,-0.1984,0.1129,5
colon,YLR443W,-0.048,0.6077,5
colon,YLR444C,-0.0826,0.1,5
colon,YLR445W,-0.1746,0.3623,5
colon,YLR446W,0.238,0.5058,5
colon,YLR447C,-0.0402,0.4462,5
colon,YLR448W,-0.1714,0.6084,5
colon,YLR449W,-0.2528,0.3629,5
colon,YLR450W,-0.1289,0.126,5
colon,YLR451W,-0.1161,0.297,5
colon,YLR452C,-0.279,0.2736,5
colon,YLR453C,-0.031,0.2385,5
colon,YLR454W,-0.0738,0.1399,5
colon,YLR455W,-0.024,0.2392,5
colon,YLR456W,0.0914,0.1617,5
colon,YLR457C,0.1104,0.1508,5
colon,YLR458W,0.103,0.106,5
colon,YLR459W,-0.0402,0.121,5
colon,YLR460C,0.0852,0.1751,5
colon,YLR461W,-0.1366,0.1623,5
colon,YLR462W,0.1496,0.1448,5
colon,YLR463C,-0.1136,0.1526,5
colon,YLR464W,-0.173,0.1861,5
colon,YLR465C,-0.2004,0.1379,5
colon,YLR466W,-0.1434,0.3126,5
colon,YLR467W,-0.3388,0.1826,5
colon,YML001W,0.041,0.1566,5
colon,YML002W,0.2772,0.5564,5
colon,YML003W,0.0079,0.217,5
colon,YML004C,1.1998,1.3524,5
colon,YML005W,0.359,0.4967,5
colon,YML006C,-0.1264,0.1274,5
colon,YML007W,0.1176,0.5562,5
colon,YML008C,-0.1532,0.2262,5
colon,YML009C,-0.1418,0.1332,5
colon,YML010C-B,-0.1336,0.1,5
colon,YML010W,-0.0658,0.161,5
colon,YML011C,-0.078,0.1047,5
colon,YML012W,0.0982,0.2767,5
colon,YML013C-A,0.011,0.1152,5
colon,YML013W,-0.1224,0.1619,5
colon,YML014W,-0.117,0.1192,5
colon,YML015C,-0.1594,0.2662,5
colon,YML016C,0.2762,0.2333,5
colon,YML017W,-0.1427,0.237,5
colon,YML018C,-0.381,0.3937,5
colon,YML019W,0.0432,0.1819,5
colon,YML020W,-0.0368,0.1049,5
colon,YML021C,0.031,0.1,5
colon,YML021W,0.213,0.1195,5
colon,YML022W,-0.3616,0.2607,5
colon,YML023C,-0.0334,0.1121,5
colon,YML024W,-0.4808,0.4847,5
colon,YML025C,0.1064,0.1613,5
colon,YML026C,-0.471,0.5718,5
colon,YML027W,-0.0622,0.1532,5
colon,YML028W,-0.323,0.3742,5
colon,YML029W,-0.0196,0.1691,5
colon,YML030W,0.0214,0.1629,5
colon,YML031W,-0.2982,0.1884,5
colon,YML032C,-0.0524,0.1,5
colon,YML032C-A,0.0548,0.1469,5
colon,YML033W,-0.1894,0.1,5
colon,YML034W,0.1138,0.1,5
colon,YML035C,-0.1104,0.242,5
colon,YML035C-A,-0.2492,0.2085,5
colon,YML036W,-0.3422,0.1,5
colon,YML037C,-0.0252,0.116,5
colon,YML038C,-0.2408,0.2088,5
colon,YML039W,0.3266,0.1647,5
colon,YML040W,0.414,0.2803,5
colon,YML041C,0.3295,0.3529,5
colon,YML042W,0.475,0.3422,5
colon,YML043C,-0.63,0.6395,5
colon,YML045W,0.4534,0.2674,5
colon,YML046W,-0.0602,0.1,5
colon,YML047C,0.0064,0.1252,5
colon,YML048W,0.0244,0.1141,5
colon,YML048W-A,-0.2664,0.1923,5
colon,YML049C,-0.1009,0.1,5
colon,YML050W,-0.0114,0.2036,5
colon,YML051W,-0.0658,0.1416,5
colon,YML052W,-0.1447,0.2913,5
colon,YML053C,0.3422,0.5986,5
colon,YML054C,0.3392,0.3002,5
colon,YML055W,-0.2598,0.239,5
colon,YML056C,-0.443,0.3387,5
colon,YML057W,0.228,0.1,5
colon,YML058C-A,-0.0348,0.1887,5
colon,YML058W,-0.243,0.1566,5
colon,YML059C,-0.0262,0.1,5
colon,YML060W,-0.1812,0.4228,5
colon,YML061C,-0.1388,0.2946,5
colon,YML062C,-0.2638,0.1438,5
colon,YML063W,-0.399,0.6027,5
colon,YML064C,-0.2092,0.2545,5
colon,YML065W,-0.1792,0.2663,5
colon,YML066C,0.0233,0.1195,5
colon,YML067C,-0.3064,0.1,5
colon,YML068W,0.1788,0.3144,5
colon,YML069W,0.116,0.4466,5
colon,YML070W,1.385,0.9357,5
colon,YML071C,-0.3744,0.4793,5
colon,YML072C,-0.0073,0.1186,5
colon,YML073C,-0.4122,0.4904,5
colon,YML074C,-0.0774,0.1492,5
colon,YML075C,-0.1144,0.1261,5
colon,YML076C,0.0005,0.2528,5
colon,YML077W,-0.016,0.1016,5
colon,YML078W,0.4422,0.7228,5
colon,YML079W,0.1126,0.1232,5
colon,YML080W,-0.1308,0.4254,5
colon,YML081W,-0.1182,0.1945,5
colon,YML082W,-0.1966,0.3871,5
colon,YML083C,0.3974,0.337,5
colon,YML084W,-0.1022,0.2344,5
colon,YML085C,-0.1894,0.3288,5
colon,YML086C,-0.1468,0.1694,5
colon,YML087C,0.1857,0.2069,5
colon,YML088W,-0.1588,0.1938,5
colon,YML089C,0.0726,0.3033,5
colon,YML090W,-0.1408,0.3005,5
colon,YML091C,-0.1198,0.4573,5
colon,YML092C,-0.0302,0.1089,5
colon,YML093W,-0.6132,0.961,5
colon,YML094W,-0.3126,0.3364,5
colon,YML095C,0.1152,0.1977,5
colon,YML095C-A,-0.0872,0.2725,5
colon,YML096W,0.1756,0.2438,5
colon,YML097C,-0.2125,0.2649,5
colon,YML098W,-0.0738,0.156,5
colon,YML099C,-0.0234,0.1,5
colon,YML100W,1.9502,1.3607,5
colon,YML100W-A,-0.2198,0.3507,5
colon,YML101C,-0.234,0.2272,5
colon,YML102C-A,-0.2042,0.2675,5
colon,YML102W,0.1696,0.1984,5
colon,YML103C,-0.3015,0.1185,5
colon,YML104C,-0.1384,0.3423,5
colon,YML105C,-0.2182,0.2453,5
colon,YML106W,-0.1886,0.5106,5
colon,YML107C,-0.1118,0.1799,5
colon,YML108W,-0.091,0.2429,5
colon,YML109W,-0.0362,0.2393,5
colon,YML110C,0.2872,0.3252,5
colon,YML111W,-0.1354,0.1562,5
colon,YML112W,0.0606,0.2198,5
colon,YML113W,-0.0596,0.1922,5
colon,YML114C,0.0578,0.1713,5
colon,YML115C,0.0516,0.303,5
colon,YML116W,0.3498,0.2121,5
colon,YML117W,-0.1326,0.1365,5
colon,YML117W-A,-0.2174,0.193,5
colon,YML118W,0.26,0.1237,5
colon,YML119W,0.0488,0.1598,5
colon,YML120C,0.4105,0.3735,5
colon,YML121W,0.1752,0.2356,5
colon,YML122C,0.039,0.2698,5
colon,YML123C,-0.8318,1.2583,5
colon,YML124C,-0.1316,0.2029,5
colon,YML125C,0.0176,0.2709,5
colon,YML126C,-0.1776,0.242,5
colon,YML127W,0.3142,0.4596,5
colon,YML128C,1.8124,1.9575,5
colon,YML129C,-0.1046,0.1801,5
colon,YML130C,0.2089,0.4282,5
colon,YML131W,1.6164,1.2376,5
colon,YML132W,0.2148,0.2598,5
colon,YML133C,-0.3096,0.243,5
colon,YMR001C,-0.3274,0.5425,5
colon,YMR002W,-0.1926,0.2946,5
colon,YMR003W,-0.0062,0.3376,5
colon,YMR004W,0.1278,0.5567,5
colon,YMR005W,0.0878,0.1,5
colon,YMR006C,-0.4102,0.621,5
colon,YMR007W,-0.2082,0.1,5
colon,YMR008C,0.0992,0.2035,5
colon,YMR009W,0.118,0.2753,5
colon,YMR010W,0.0132,0.1748,5
colon,YMR011W,-0.6536,0.885,5
colon,YMR012W,-0.4944,0.2978,5
colon,YMR013C,0.0322,0.1222,5
colon,YMR014W,-0.6544,1.0294,5
colon,YMR015C,-0.3158,0.2554,5
colon,YMR016C,-0.4067,0.2694,5
colon,YMR017W,0.1706,0.1849,5
colon,YMR018W,0.1978,0.156,5
colon,YMR019W,-0.1122,0.1,5
colon,YMR020W,0.3236,0.1458,5
colon,YMR021C,0.3186,0.1658,5
colon,YMR022W,0.1658,0.263,5
colon,YMR023C,0.33,0.2972,5
colon,YMR024W,0.1654,0.2145,5
colon,YMR025W,0.05,0.2164,5
colon,YMR026C,0.2822,0.2559,5
colon,YMR027W,0.2288,0.1575,5
colon,YMR028W,-0.1174,0.3189,5
colon,YMR029C,0.1336,0.2336,5
colon,YMR030W,0.3838,0.276,5
colon,YMR031C,0.512,0.3735,5
colon,YMR031W-A,-0.1298,0.1392,5
colon,YMR032W,-0.0126,0.3519,5
colon,YMR033W,-0.1454,0.16,5
colon,YMR034C,0.34,0.4463,5
colon,YMR035W,-0.045,0.1629,5
colon,YMR036C,-0.0204,0.1405,5
colon,YMR037C,0.4018,0.4455,5
colon,YMR038C,-0.0956,0.1676,5
colon,YMR039C,0.5634,0.4886,5
colon,YMR040W,0.3488,0.6694,5
colon,YMR041C,0.7238,0.422,5
colon,YMR042W,-0.1168,0.2397,5
colon,YMR043W,-0.0056,0.134,5
colon,YMR044W,-0.092,0.1184,5
colon,YMR045C,0.1968,0.1789,5
colon,YMR046C,0.4608,0.2919,5
colon,YMR047C,-0.1105,0.1859,5
colon,YMR048W,0.0986,0.2552,5
colon,YMR049C,-0.6044,0.9829,5
colon,YMR050C,0.2382,0.2794,5
colon,YMR051C,0.4348,0.2697,5
colon,YMR052C-A,-0.1214,0.1648,5
colon,YMR052W,0.0406,0.2789,5
colon,YMR053C,0.3596,0.3907,5
colon,YMR054W,-0.49,1.0269,5
colon,YMR055C,0.0582,0.1,5
colon,YMR056C,1.1338,1.4712,5
colon,YMR057C,-0.0108,0.208,5
colon,YMR058W,0.1936,0.4339,5
colon,YMR059W,-0.1738,0.1206,5
colon,YMR060C,0.0325,0.3681,5
colon,YMR061W,-0.082,0.1017,5
colon,YMR062C,0.125,0.1041,5
colon,YMR063W,-0.092,0.1087,5
colon,YMR064W,-0.0128,0.1967,5
colon,YMR065W,0.0468,0.2054,5
colon,YMR066W,-0.0308,0.2125,5
colon,YMR067C,0.2688,0.4581,5
colon,YMR068W,0.2098,0.1702,5
colon,YMR069W,0.0294,0.1061,5
colon,YMR070W,0.1984,0.259,5
colon,YMR071C,-0.0408,0.1672,5
colon,YMR072W,0.03,0.1371,5
colon,YMR073C,0.1508,0.1227,5
colon,YMR074C,-0.124,0.1,5
colon,YMR075C-A,-0.1572,0.1875,5
colon,YMR075W,0.1048,0.1685,5
colon,YMR076C,-0.3972,0.4996,5
colon,YMR077C,0.0896,0.1476,5
colon,YMR078C,-0.1366,0.3959,5
colon,YMR079W,-0.1083,0.3473,5
colon,YMR080C,-0.0966,0.2038,5
colon,YMR081C,0.3828,0.3809,5
colon,YMR082C,-0.0616,0.1702,5
colon,YMR083W,-0.4444,0.3714,5
colon,YMR084W,-0.067,0.2039,5
colon,YMR085W,-0.0576,0.1373,5
colon,YMR086C-A,-0.2285,0.161,5
colon,YMR086W,-0.029,0.1725,5
colon,YMR087W,0.055,0.2965,5
colon,YMR088C,-0.134,0.1846,5
colon,YMR089C,-0.2378,0.3559,5
colon,YMR090W,1.7316,1.0708,5
colon,YMR091C,0.0838,0.2982,5
colon,YMR092C,0.3208,0.5402,5
colon,YMR093W,-0.5026,0.7698,5
colon,YMR094W,0.0212,0.2287,5
colon,YMR095C,0.007,0.1229,5
colon,YMR096W,0.0454,0.1,5
colon,YMR097C,0.056,0.3558,5
colon,YMR098C,0.0228,0.1718,5
colon,YMR099C,-0.0014,0.139,5
colon,YMR100W,0.1418,0.3267,5
colon,YMR101C,0.0141,0.1122,5
colon,YMR102C,0.003,0.1,5
colon,YMR103C,-0.1494,0.1816,5
colon,YMR104C,0.1994,0.2584,5
colon,YMR105C,1.4228,1.4143,5
colon,YMR106C,-0.0416,0.2837,5
colon,YMR107W,-0.0104,0.2677,5
colon,YMR108W,-0.4102,0.285,5
colon,YMR109W,-0.1864,0.1,5
colon,YMR110C,0.5598,0.8532,5
colon,YMR111C,0.0968,0.1152,5
colon,YMR112C,-0.079,0.1861,5
colon,YMR113W,0.0766,0.1549,5
colon,YMR114C,0.0656,0.102,5
colon,YMR115W,-0.0794,0.2957,5
colon,YMR116C,-0.5574,0.6349,5
colon,YMR117C,0.6185,0.1237,5
colon,YMR118C,0.0538,0.1587,5
colon,YMR119W,-0.1658,0.3506,5
colon,YMR119W-A,-0.2812,0.1453,5
colon,YMR120C,0.1667,1.2471,5
colon,YMR121C,-0.4448,0.771,5
colon,YMR122C,-0.1126,0.1419,5
colon,YMR123W,-0.258,0.3495,5
colon,YMR124W,0.0046,0.2382,5
colon,YMR125W,-0.3964,0.6923,5
colon,YMR126C,-0.194,0.1,5
colon,YMR127C,-0.1824,0.1968,5
colon,YMR128W,-0.4426,0.3349,5
colon,YMR129W,-0.1234,0.1574,5
colon,YMR130W,-0.1708,0.3005,5
colon,YMR131C,-0.4892,0.6677,5
colon,YMR132C,-0.2498,0.106,5
colon,YMR133W,0.4604,0.4232,5
colon,YMR134W,-0.1377,0.166,5
colon,YMR135C,0.0538,0.1542,5
colon,YMR135W-A,-0.2252,0.2722,5
colon,YMR136W,-0.1528,0.1565,5
colon,YMR137C,0.1718,0.2063,5
colon,YMR138W,-0.0958,0.1889,5
colon,YMR139W,0.3008,0.411,5
colon,YMR140W,0.0984,0.301,5
colon,YMR141C,0.1164,0.4462,5
colon,YMR142C,-0.3902,0.5028,5
colon,YMR143W,-0.3606,0.539,5
colon,YMR144W,-0.2402,0.4304,5
colon,YMR145C,-0.4206,0.4204,5
colon,YMR146C,-0.399,0.548,5
colon,YMR147W,0.2612,0.1405,5
colon,YMR148W,0.2836,0.225,5
colon,YMR149W,0.218,0.1253,5
colon,YMR150C,-0.1416,0.265,5
colon,YMR151W,0.1254,0.1887,5
colon,YMR152W,0.4478,0.6021,5
colon,YMR153C-A,-0.0286,0.1,5
colon,YMR153W,0.0982,0.1,5
colon,YMR154C,0.0992,0.17,5
colon,YMR155W,0.3264,0.2955,5
colon,YMR156C,0.2556,0.2512,5
colon,YMR157C,-0.0322,0.2046,5
colon,YMR158W,0.0304,0.4787,5
colon,YMR158W-A,-0.099,0.2588,5
colon,YMR159C,0.1552,0.2301,5
colon,YMR160W,0.797,0.8607,5
colon,YMR161W,-0.0914,0.2255,5
colon,YMR162C,0.1352,0.155,5
colon,YMR163C,-0.124,0.1851,5
colon,YMR164C,-0.0398,0.1,5
colon,YMR165C,0.0386,0.1283,5
colon,YMR166C,-0.0818,0.1871,5
colon,YMR167W,0.036,0.1365,5
colon,YMR168C,0.0116,0.1235,5
colon,YMR169C,0.8483,0.8127,5
colon,YMR170C,1.1178,1.7028,5
colon,YMR171C,0.212,0.3478,5
colon,YMR172C-A,-0.0064,0.1168,5
colon,YMR172W,-0.4072,0.6587,5
colon,YMR173W,1.9404,0.8803,5
colon,YMR173W-A,1.2382,1.2407,5
colon,YMR174C,0.5511,0.5263,5
colon,YMR175W,0.0003,0.1815,5
colon,YMR176W,-0.128,0.1,5
colon,YMR177W,-0.2788,0.3725,5
colon,YMR178W,0.0726,0.2657,5
colon,YMR179W,-0.1968,0.3614,5
colon,YMR180C,0.2966,0.335,5
colon,YMR181C,0.764,0.6716,5
colon,YMR182C,-0.1168,0.1491,5
colon,YMR183C,-0.1564,0.3619,5
colon,YMR184W,-0.108,0.1,5
colon,YMR185W,-0.3278,0.6459,5
colon,YMR186W,0.0222,0.7025,5
colon,YMR187C,-0.0629,0.1,5
colon,YMR188C,0.0188,0.1929,5
colon,YMR189W,0.2299,0.2934,5
colon,YMR190C,-0.1154,0.1,5
colon,YMR191W,0.0,0.25,5
colon,YMR192W,0.0038,0.2968,5
colon,YMR193C-A,-0.2484,0.4416,5
colon,YMR193W,0.1408,0.338,5
colon,YMR194W,-0.419,0.3432,5
colon,YMR195W,0.496,0.275,5
colon,YMR196W,0.401,0.6016,5
colon,YMR197C,0.4762,0.5068,5
colon,YMR198W,0.0961,0.2343,5
colon,YMR199W,-0.2003,0.301,5
colon,YMR200W,0.4928,0.2369,5
colon,YMR201C,0.058,0.2191,5
colon,YMR202W,-0.2886,0.2782,5
colon,YMR203W,0.1526,0.1,5
colon,YMR204C,0.1784,0.1974,5
colon,YMR205C,0.186,0.2406,5
colon,YMR206W,0.2248,0.1255,5
colon,YMR207C,-0.0532,0.2881,5
colon,YMR208W,-0.26,0.2471,5
colon,YMR209C,0.006,0.2179,5
colon,YMR210W,0.0736,0.2383,5
colon,YMR211W,-0.307,0.2746,5
colon,YMR212C,-0.476,0.3002,5
colon,YMR213W,-0.0508,0.1169,5
colon,YMR214W,-0.2812,0.2985,5
colon,YMR215W,-0.5424,0.9844,5
colon,YMR216C,-0.0806,0.2952,5
colon,YMR217W,-0.7612,0.8998,5
colon,YMR218C,-0.3226,0.3707,5
colon,YMR219W,-0.1281,0.1836,5
colon,YMR220W,0.094,0.299,5
colon,YMR221C,0.064,0.3594,5
colon,YMR222C,0.0056,0.1616,5
colon,YMR223W,0.2044,0.2379,5
colon,YMR224C,0.011,0.1881,5
colon,YMR225C,-0.2665,0.1859,5
colon,YMR226C,0.5303,0.2881,5
colon,YMR227C,-0.0882,0.2599,5
colon,YMR228W,-0.014,0.2117,5
colon,YMR229C,-0.5261,0.5007,5
colon,YMR230W,-0.4596,0.4392,5
colon,YMR231W,0.2084,0.2336,5
colon,YMR232W,0.2118,0.186,5
colon,YMR233W,-0.2904,0.2208,5
colon,YMR234W,-0.0582,0.1152,5
colon,YMR235C,0.1514,0.2681,5
colon,YMR236W,-0.1824,0.1,5
colon,YMR237W,0.2718,0.3337,5
colon,YMR238W,-0.119,0.1349,5
colon,YMR239C,-0.649,0.5945,5
colon,YMR240C,-0.0354,0.1076,5
colon,YMR241W,-0.2888,0.42,5
colon,YMR242C,-0.3072,0.6531,5
colon,YMR243C,0.283,0.1,5
colon,YMR244C-A,-0.0894,0.1111,5
colon,YMR244W,0.0646,0.1415,5
colon,YMR245W,-0.0836,0.1852,5
colon,YMR246W,-0.4252,0.5216,5
colon,YMR247C,0.0429,0.1,5
colon,YMR250W,1.9754,1.3707,5
colon,YMR251W,0.7489,0.5784,5
colon,YMR251W-A,0.6678,0.6788,5
colon,YMR252C,0.2644,0.3073,5
colon,YMR253C,0.1894,0.1727,5
colon,YMR254C,0.0084,0.3678,5
colon,YMR255W,0.0068,0.292,5
colon,YMR256C,-0.1875,0.1,5
colon,YMR257C,0.246,0.2478,5
colon,YMR258C,0.1056,0.2815,5
colon,YMR259C,-0.4914,0.5944,5
colon,YMR260C,-0.2658,0.4953,5
colon,YMR261C,0.0087,0.1199,5
colon,YMR262W,-0.056,0.5501,5
colon,YMR263W,-0.0072,0.1559,5
colon,YMR264W,-0.3882,0.4066,5
colon,YMR265C,0.2264,0.1509,5
colon,YMR266W,-0.1413,0.2541,5
colon,YMR267W,-0.1358,0.2101,5
colon,YMR268C,-0.3409,0.2811,5
colon,YMR269W,-0.5948,0.4466,5
colon,YMR270C,0.0614,0.1919,5
colon,YMR271C,0.8324,0.7245,5
colon,YMR272C,0.4016,0.2715,5
colon,YMR273C,-0.128,0.1448,5
colon,YMR274C,-0.1344,0.3065,5
colon,YMR275C,0.3326,0.2741,5
colon,YMR276W,-0.2326,0.1713,5
colon,YMR277W,-0.4512,0.7708,5
colon,YMR278W,-0.0976,0.2643,5
colon,YMR279C,-0.0002,0.3134,5
colon,YMR280C,-0.0478,0.1006,5
colon,YMR281W,0.2436,0.3057,5
colon,YMR282C,0.0212,0.3589,5
colon,YMR283C,-0.0256,0.2043,5
colon,YMR284W,0.1453,0.4762,5
colon,YMR285C,-0.0474,0.1,5
colon,YMR286W,-0.2223,0.1,5
colon,YMR287C,0.0102,0.1202,5
colon,YMR288W,-0.2124,0.1506,5
colon,YMR289W,-0.1562,0.1191,5
colon,YMR290C,-0.711,0.7072,5
colon,YMR290W-A,0.0403,0.2513,5
colon,YMR291W,1.1096,0.8539,5
colon,YMR292W,-0.3218,0.3026,5
colon,YMR293C,0.1356,0.2566,5
colon,YMR294W,0.1144,0.1099,5
colon,YMR294W-A,-0.353,0.3486,5
colon,YMR295C,-0.3484,0.4301,5
colon,YMR296C,0.2354,0.48,5
colon,YMR297W,0.3208,0.3017,5
colon,YMR298W,0.287,0.1,5
colon,YMR299C,0.0584,0.2094,5
colon,YMR300C,0.2942,0.6359,5
colon,YMR301C,-0.2042,0.2208,5
colon,YMR302C,0.4586,0.4876,5
colon,YMR303C,-0.2678,0.2804,5
colon,YMR304C-A,-0.5514,0.2632,5
colon,YMR304W,0.4306,0.4758,5
colon,YMR305C,-0.4306,0.5927,5
colon,YMR306C-A,-0.1874,0.2947,5
colon,YMR306W,-0.0829,0.1236,5
colon,YMR307W,-0.494,1.0836,5
colon,YMR308C,-0.2178,0.4175,5
colon,YMR309C,-0.5774,0.57,5
colon,YMR310C,-0.2462,0.4382,5
colon,YMR311C,-0.0758,0.5005,5
colon,YMR312W,-0.1628,0.2274,5
colon,YMR313C,-0.1121,0.148,5
colon,YMR314W,-0.017,0.2271,5
colon,YMR315W,0.8076,0.8869,5
colon,YMR316C-A,-0.2002,0.2755,5
colon,YMR316C-B,0.0456,0.2045,5
colon,YMR316W,0.425,0.945,5
colon,YMR317W,-0.0892,0.102,5
colon,YMR318C,0.1654,0.1035,5
colon,YMR319C,-0.1987,0.3084,5
colon,YMR320W,0.1104,0.3484,5
colon,YMR321C,-0.3042,0.2745,5
colon,YMR322C,0.1216,0.1184,5
colon,YMR323W,0.1574,0.1621,5
colon,YMR324C,-0.0316,0.1842,5
colon,YMR325C,-0.0308,0.1,5
colon,YMR325W,-0.264,0.1,5
colon,YMR326C,-0.0576,0.1147,5
colon,YNL001W,-0.1732,0.2244,5
colon,YNL002C,-0.9258,1.1471,5
colon,YNL003C,0.0504,0.1637,5
colon,YNL004W,-0.1896,0.1,5
colon,YNL005C,0.0668,0.2141,5
colon,YNL006W,0.1124,0.1808,5
colon,YNL007C,0.1304,0.8561,5
colon,YNL008C,0.2413,0.4224,5
colon,YNL009W,0.391,0.5007,5
colon,YNL010W,-0.4286,0.4807,5
colon,YNL011C,0.4976,0.7091,5
colon,YNL012W,0.4666,0.7496,5
colon,YNL013C,-0.342,0.6093,5
colon,YNL014W,-0.2036,0.1949,5
colon,YNL015W,0.4616,0.2902,5
colon,YNL016W,-0.2767,0.2631,5
colon,YNL017C,0.0104,0.1592,5
colon,YNL018C,-0.1108,0.1842,5
colon,YNL019C,0.1716,0.1916,5
colon,YNL020C,0.0656,0.2083,5
colon,YNL021W,-0.0504,0.1476,5
colon,YNL022C,-0.3256,0.519,5
colon,YNL023C,-0.1834,0.1865,5
colon,YNL024C,-0.1557,0.1,5
colon,YNL025C,0.194,0.4495,5
colon,YNL026W,-0.1732,0.2756,5
colon,YNL027W,0.1487,0.1639,5
colon,YNL028W,-0.1518,0.1,5
colon,YNL029C,0.1086,0.2298,5
colon,YNL030W,-0.4248,0.4618,5
colon,YNL031C,-0.175,0.2836,5
colon,YNL032W,-0.068,0.1,5
colon,YNL033W,0.2238,0.1161,5
colon,YNL034W,0.0736,0.5109,5
colon,YNL035C,0.2164,0.3473,5
colon,YNL036W,0.6792,0.8872,5
colon,YNL037C,0.0424,0.19,5
colon,YNL038W,-0.0894,0.2939,5
colon,YNL039W,0.1612,0.2203,5
colon,YNL040W,-0.1826,0.2011,5
colon,YNL041C,0.2968,0.3212,5
colon,YNL042W,-0.0144,0.2463,5
colon,YNL043C,-0.2536,0.1865,5
colon,YNL044W,-0.178,0.1641,5
colon,YNL045W,0.5666,0.5953,5
colon,YNL046W,0.04,0.1975,5
colon,YNL047C,0.151,0.1993,5
colon,YNL048W,0.2238,0.244,5
colon,YNL049C,0.0832,0.1,5
colon,YNL050C,-0.1705,0.1766,5
colon,YNL051W,-0.015,0.2713,5
colon,YNL052W,-0.002,0.1576,5
colon,YNL053W,0.2122,0.2041,5
colon,YNL054W,0.0014,0.1,5
colon,YNL055C,0.3732,0.207,5
colon,YNL056W,0.0548,0.1079,5
colon,YNL057W,-0.252,0.2978,5
colon,YNL058C,-0.5114,0.4554,5
colon,YNL059C,0.2862,0.2435,5
colon,YNL060C,-0.554,0.5015,5
colon,YNL061W,-0.5368,0.6885,5
colon,YNL062C,-0.4932,0.5214,5
colon,YNL063W,-0.006,0.2285,5
colon,YNL064C,-0.6686,0.4398,5
colon,YNL065W,-0.0296,0.5144,5
colon,YNL066W,-0.5762,0.414,5
colon,YNL067W,-0.1308,0.7797,5
colon,YNL068C,-0.301,0.304,5
colon,YNL069C,-0.1694,0.4733,5
colon,YNL070W,-0.2532,0.1304,5
colon,YNL071W,-0.0609,0.1163,5
colon,YNL072W,-0.0894,0.255,5
colon,YNL073W,0.2016,0.2393,5
colon,YNL074C,0.1548,0.2128,5
colon,YNL075W,-0.5724,0.6451,5
colon,YNL076W,0.2096,0.1004,5
colon,YNL077W,0.2311,0.2139,5
colon,YNL078W,-0.4202,0.251,5
colon,YNL079C,-0.0932,0.1,5
colon,YNL080C,-0.0128,0.1614,5
colon,YNL081C,0.1645,0.2591,5
colon,YNL082W,-0.2458,0.2149,5
colon,YNL083W,0.3432,0.3172,5
colon,YNL084C,0.0484,0.3446,5
colon,YNL085W,0.0676,0.1061,5
colon,YNL086W,-0.0996,0.1082,5
colon,YNL087W,-0.5,0.5594,5
colon,YNL088W,-0.1601,0.2316,5
colon,YNL089C,-0.0874,0.1655,5
colon,YNL090W,-0.068,0.1216,5
colon,YNL091W,0.1758,0.1923,5
colon,YNL092W,0.1094,0.1088,5
colon,YNL093W,0.427,0.3873,5
colon,YNL094W,0.2954,0.3219,5
colon,YNL095C,0.0814,0.1746,5
colon,YNL096C,-0.4056,0.6193,5
colon,YNL097C,0.0646,0.2151,5
colon,YNL098C,-0.073,0.3813,5
colon,YNL099C,-0.2088,0.1,5
colon,YNL100W,0.0648,0.5192,5
colon,YNL101W,0.2,0.2616,5
colon,YNL102W,-0.3253,0.3845,5
colon,YNL103W,0.148,0.1447,5
colon,YNL104C,-0.09,0.2278,5
colon,YNL105W,0.0674,0.3263,5
colon,YNL106C,0.065,0.1428,5
colon,YNL107W,0.123,0.2862,5
colon,YNL108C,0.3298,0.2726,5
colon,YNL109W,0.1432,0.1438,5
colon,YNL110C,-1.0474,1.2827,5
colon,YNL111C,-0.41,0.3028,5
colon,YNL112W,-0.3442,0.3724,5
colon,YNL113W,-0.4882,0.5189,5
colon,YNL114C,-0.3066,0.6554,5
colon,YNL115C,0.321,0.2704,5
colon,YNL116W,0.1388,0.1477,5
colon,YNL117W,0.1966,0.2521,5
colon,YNL118C,-0.1322,0.1,5
colon,YNL119W,-0.6804,0.5893,5
colon,YNL120C,-0.3602,0.418,5
colon,YNL121C,-0.3013,0.2583,5
colon,YNL122C,-0.1854,0.2241,5
